央视,#genre#
上海纪实 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225654/index.m3u8
上海纪实 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225655/index.m3u8
东南卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8
东方卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225658/index.m3u8
东方卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225659/index.m3u8
北京卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225673/index.m3u8
北京卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225674/index.m3u8
北京紀實 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225675/index.m3u8
北京紀實 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225676/index.m3u8
黑龙江卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225690/index.m3u8
安徽卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225691/index.m3u8
重庆卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225692/index.m3u8
山东卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225697/index.m3u8
天津卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225698/index.m3u8
湖北卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225699/index.m3u8
深圳卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225700/index.m3u8
广东卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225701/index.m3u8
江苏卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225702/index.m3u8
浙江卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225703/index.m3u8
湖南卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225704/index.m3u8
江西卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225705/index.m3u8
贵州卫视 (576p),http://39.134.115.163:8080/PLTV/88888910/224/3221225728/index.m3u8
河北卫视 (576p),http://39.134.115.163:8080/PLTV/88888910/224/3221225732/index.m3u8
重庆卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225734/index.m3u8
辽宁卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225735/index.m3u8
黑龙江卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225736/index.m3u8
安徽卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225737/index.m3u8
山东卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225738/index.m3u8
天津卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225739/index.m3u8
湖北卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225740/index.m3u8
深圳卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225741/index.m3u8
广东卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225742/index.m3u8
江苏卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225743/index.m3u8
浙江卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225744/index.m3u8
湖南卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225745/index.m3u8
江西卫视 (1080p),http://39.134.115.163:8080/PLTV/88888910/224/3221225746/index.m3u8
CCTV-4中文国际 (1080p),http://39.135.138.59:18890/PLTV/88888910/224/3221225621/index.m3u8
纪实人文 (1080p),http://39.135.138.59:18890/PLTV/88888910/224/3221225655/index.m3u8
辽宁卫视 (1080p),http://39.135.138.59:18890/PLTV/88888910/224/3221225696/index.m3u8
深圳卫视 (1080p),http://39.135.138.59:18890/PLTV/88888910/224/3221225741/index.m3u8
重庆卫视 (1080p),http://117.169.120.132:8080/live/chongqingstv/playlist.m3u8
CCTV-4中文国际 (1080p),http://117.169.120.140:8080/live/cctv-4/.m3u8
东南卫视 (1080p),http://117.169.120.140:8080/live/dongnanstv/.m3u8
湖北卫视 (1080p),http://117.169.120.140:8080/live/hdhubeistv/.m3u8
江苏卫视 (1080p),http://117.169.120.140:8080/live/hdjiangsustv/.m3u8
山东卫视 (1080p),http://117.169.120.140:8080/live/hdshandongstv/.m3u8
深圳卫视 (1080p),http://117.169.120.140:8080/live/hdshenzhenstv/.m3u8
天津卫视 (1080p),http://117.169.120.140:8080/live/hdtianjinstv/.m3u8
东方影视 (1080p),http://140.207.241.3:8080/live/program/live/dsjpdhd/4000000/mnf.m3u8
徐州新聞綜合 (1080p),http://183.207.248.11/PLTV/3/224/3221225945/index.m3u8
徐州公共頻道 (1080p),http://183.207.248.11/PLTV/3/224/3221225951/index.m3u8
CCTV-4中文国际 (1080p),http://183.207.249.6/PLTV/3/224/3221225534/index.m3u8
北京卫视 (1080p),http://183.207.249.7/PLTV/3/224/3221225574/index.m3u8
徐州-3 (1080p),http://183.207.249.7/PLTV/3/224/3221225949/index.m3u8
东方卫视 (1080p),http://183.207.249.7/PLTV/4/224/3221227396/index.m3u8
北京卫视 (1080p),http://183.207.249.8/PLTV/3/224/3221225574/index.m3u8
CCTV-4中文国际 (1080p),http://183.207.249.11/PLTV/3/224/3221225534/index.m3u8
江西卫视 (1080p),http://183.207.249.11/PLTV/3/224/3221225536/index.m3u8
NewTV精品電影 (1080p),http://183.207.249.14/PLTV/3/224/3221225567/index.m3u8
NewTV动画王国 (1080p),http://183.207.249.15/PLTV/3/224/3221225555/index.m3u8
安徽卫视 (1080p),http://183.207.249.15/PLTV/3/224/3221225634/index.m3u8
徐州-1 (1080p),http://183.207.249.15/PLTV/3/224/3221225945/index.m3u8
徐州-4 (1080p),http://183.207.249.15/PLTV/3/224/3221225951/index.m3u8
NewTV完美遊戲 (1080p),http://183.207.249.16/PLTV/3/224/3221225539/index.m3u8
浙江卫视 (1080p),http://183.207.249.34/PLTV/4/224/3221227393/index.m3u8
江苏卫视 (1080p),http://183.207.249.34/PLTV/4/224/3221227402/index.m3u8
凤凰资讯 (720p),http://183.207.249.35/PLTV/3/224/3221226923/index.m3u8
凤凰香港 (720p),http://183.207.249.35/PLTV/3/224/3221226975/index.m3u8
黑龙江卫视 (1080p),http://183.207.249.36/PLTV/4/224/3221227323/index.m3u8
深圳卫视 (1080p),http://183.207.249.37/PLTV/4/224/3221227307/index.m3u8
增城綜合 (1080p),http://202.168.164.38:8083/videos/live/19/27/QEQXMtU5AUpwo/QEQXMtU5AUpwo.m3u8
江门综合 (1080p),http://218.17.99.211:5080/hls/ttsw6ccn.m3u8
吉州新聞綜合 (1080p),http://218.204.153.158/10.m3u8
西青新闻综合 (1080p),http://221.238.209.44:81/hls/live1.m3u8
云南 Ⅰ 红河综合台 (1080p),http://file.hhtv.cc/cms/videos/nmip-media/channellive/channel1/playlist.m3u8
广东 ‖ 清新综合台 (1080p),http://hls.wiseqx.com/live/qxzh.m3u8
浙江卫视 (1080p),http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江钱江 (1080p),http://hw-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
浙江钱江 (1080p),http://hw-m-l.cztv.com/channels/lantian/channel02/1080p.m3u8
浙江经济生活 (1080p),http://hw-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江教科影视 (1080p),http://hw-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江民生休闲 (1080p),http://hw-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江6套 (1080p),http://hw-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8
浙江公共 (1080p),http://hw-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8
浙江少儿 (1080p),http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江少儿 (1080p),http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8
浙江留学 (1080p),http://hw-m-l.cztv.com/channels/lantian/channel09/1080p.m3u8
浙江国际 (1080p),http://hw-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江国际 (1080p),http://hw-m-l.cztv.com/channels/lantian/channel10/1080p.m3u8
浙江数码时代 (1080p),http://hw-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
晋中公共 (1080p),http://jzlive.jztvnews.com:90/live/jzgg.m3u8
晋中综合 (1080p),http://jzlive.jztvnews.com:90/live/jzzh.m3u8
新昌休闲影视 (1080p),http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
洛陽綜合頻道 (1080p),http://live1.lytv.com.cn:1935/live/LYTV1-1/playlist.m3u8
宿州公共 (1080p),http://live.ahsz.tv/video/s10001-ggpd/index.m3u8
宿州科教 (1080p),http://live.ahsz.tv/video/s10001-kxjy/index.m3u8
宿州新闻综合 (1080p),http://live.ahsz.tv/video/s10001-szzh/index.m3u8
新郑综合 (1080p),http://live.dxhmt.cn:9081/tv/10184-1.m3u8
孟州电视台 (1080p),http://live.dxhmt.cn:9081/tv/10883-1.m3u8
建安电视台 (1080p),http://live.dxhmt.cn:9081/tv/11003-1.m3u8
罗山电视台 (1080p),http://live.dxhmt.cn:9081/tv/11521-1.m3u8
上海金山电视台 (270p),http://live.mudu.tv/watch/4zbn2f.m3u8
石景山电视台 (1080p),http://live.sjsrm.com/bjsjs/sd/live.m3u8
福州综合 (1080p),http://live.zohi.tv/video/s10001-FZTV-1/index.m3u8
福州少儿 (1080p),http://live.zohi.tv/video/s10001-sepd-4/index.m3u8
福州影视 (1080p),http://live.zohi.tv/video/s10001-yspd-2/index.m3u8
济宁教育 (1080p),http://lives.jnnews.tv/video/s10001-JTV2/index.m3u8
文山综合 (1080p),http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel7/playlist.m3u8
迪庆综合 (1080p),http://stream01.dqtv123.com:1935/live/xinwenzonghe.stream/playlist.m3u8
西安新闻 (1080p),http://stream2.xiancity.cn/xatv1/playlist.m3u8
侨乡 (1080p),http://stream.jinjiang.tv/1/sd/live.m3u8
云南 Ⅰ 文山综合台 (1080p),http://tvdrs.wsrtv.com.cn:8100/channellive/ch1.flv
云南 Ⅰ 文山公共台 (1080p),http://tvdrs.wsrtv.com.cn:8100/channellive/ch2.flv
浙江影视 (1080p),http://yd-m-l.cztv.com/channels/lantian/channel05/1080p.m3u8
成都大熊猫 (1080p),https://gcbsc.v.live.baishancdnx.cn/gc/xiongmao03_1/index.m3u8?contentid=2820180516001
半岛新闻 (1080p),https://live-hls-web-aje.getaj.net/AJE/01.m3u8
中国交通 (海南) (1080p),https://tv.lanjingfm.com/cctbn/hainan.m3u8
美国狗狗宠物 (1080p),https://video.blivenyc.com/broadcast/prod/2061/22/desktop-playlist.m3u8
吉林7 (900p),http://stream1.jlntv.cn/fzpd/sd/live.m3u8
吉林乡村 (900p),http://stream1.jlntv.cn/xcpd/sd/live.m3u8
优视 (720p),http://1-fss24-s0.streamhoster.com/lv_uchannel/_definst_/broadcast1/chunklist.m3u8
优视 (720p),http://1-fss24-s0.streamhoster.com/lv_uchannel/broadcast1/playlist.m3u8
张家港社会生活 (720p),http://3gvod.zjgonline.com.cn:1935/live/shehuishenghuo2/playlist.m3u8
张家港新闻综合 (720p),http://3gvod.zjgonline.com.cn:1935/live/xinwenzonghe2/playlist.m3u8
靖江新闻綜合 (720p),http://58.222.151.43:1935/live/xwzhpc/playlist.m3u8
澳视澳门 (720p),http://61.244.22.4/ch1/ch1.live/playelist.m3u8
澳视葡文 (720p),http://61.244.22.4/ch2/ch2.live/chunklist_w1632175875.m3u8
澳门2 (720p),http://61.244.22.4/ch2/ch2.live/playelist.m3u8
澳门1 (720p),http://61.244.22.4/ch3/ch3.live/playelist.m3u8
澳门体育 (720p),http://61.244.22.4/ch4/sport_ch4.live/playelist.m3u8
澳视卫星 (720p),http://61.244.22.5/ch3/_definst_/ch3.live/playlist.m3u8
奥视卫星 (720p),http://61.244.22.5/ch3/ch3.live/playlist.m3u8
江西卫视 (720p),http://117.169.120.140:8080/live/jiangxistv/.m3u8
娄底综合 (720p),http://119.39.242.52:1935/live/zonghe/playlist.m3u8
东至新闻综合 (720p),http://223.247.33.124:1935/live/zonghe/playlist.m3u8
漳州新闻综合 (720p),http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8
上海这一刻魔都眼 (720p),http://bililive.kksmg.com/hls/sdi80/playlist.m3u8
安徽 Ⅰ 铜陵综合 (720p),http://dstpush1.retalltech.com/app/stream1.m3u8
安徽 Ⅰ 铜陵公共 (720p),http://dstpush1.retalltech.com/app/stream2.m3u8
四川 Ⅰ 雅安公共 (720p),http://flv.drs.tv.yatv.tv:8080/channellive/gonggong.flv
四川 Ⅰ 雅安综合 (720p),http://flv.drs.tv.yatv.tv:8080/channellive/xinwen.flv
海盐新闻 (720p),http://haiyan.liveyun.hoge.cn/xwpd/sd/live.m3u8
衡水新闻综合 (720p),http://hls.hsrtv.cn/hls/hstv1.m3u8
南宁公共 (720p),http://hls.nntv.cn/nnlive/NNTV_PUB_A.m3u8
浙江 Ⅰ 浙江经济 (720p),http://hw-m-l.cztv.com/channels/lantian/channel03/720p.m3u8
浙江 Ⅰ 浙江教育 (720p),http://hw-m-l.cztv.com/channels/lantian/channel04/720p.m3u8
浙江影视 (720p),http://hw-m-l.cztv.com/channels/lantian/channel05/720p.m3u8
浙江 Ⅰ 浙江休闲 (720p),http://hw-m-l.cztv.com/channels/lantian/channel06/720p.m3u8
浙江 Ⅰ 浙江新闻 (720p),http://hw-m-l.cztv.com/channels/lantian/channel07/720p.m3u8
浙江 Ⅰ 浙江少儿 (720p),http://hw-m-l.cztv.com/channels/lantian/channel08/720p.m3u8
浙江 Ⅰ 浙江留学 (720p),http://hw-m-l.cztv.com/channels/lantian/channel09/720p.m3u8
浙江 Ⅰ 浙江国际 (720p),http://hw-m-l.cztv.com/channels/lantian/channel10/720p.m3u8
浙江 Ⅰ 浙江易购 (720p),http://hw-m-l.cztv.com/channels/lantian/channel11/720p.m3u8
上虞1新闻综合 (720p),http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
上虞經濟文化 (720p),http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8
上虞3新商都 (720p),http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8
嵊州综合 (720p),http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
萧山新闻综合 (720p),http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
蕭山生活頻道 (720p),http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8
湘潭新闻综合 (720p),http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8
南京教科 (720p),http://live.nbs.cn/channels/njtv/jkpd/m3u8:500k/live.m3u8
南京十八 (720p),http://live.nbs.cn/channels/njtv/sbpd/m3u8:500k/live.m3u8
南京少儿 (720p),http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
南京生活 (720p),http://live.nbs.cn/channels/njtv/shpd/m3u8:500k/live.m3u8
南京新闻综合 (720p),http://live.nbs.cn/channels/njtv/xwzh/m3u8:500k/live.m3u8
南京信息 (720p),http://live.nbs.cn/channels/njtv/xxpd/m3u8:500k/live.m3u8
延边卫视 (720p),http://live.ybtvyun.com/video/s10016-7e5f23de35df/index.m3u8
海南卫视 (720p),http://livelyws.chinamcache.com/lyws/zb01.m3u8?auth_key=1593241343-0-0-90b80e74457c94b2015f9428a1cb9b0e
奇妙電視 (720p),http://media.fantv.hk/m3u8/archive/channel2_stream1.m3u8
娄底 (720p),http://mms.ldntv.cn:1935/live/_definst_/zonghe/chunklist_w67585331.m3u8
娄底综合 (720p),http://mms.ldntv.cn:1935/live/zonghe/playlist.m3u8
内江公共 (720p),http://njzb.scnj.tv:90/live/gggy_gggy800.m3u8
内江科教 (720p),http://njzb.scnj.tv:90/live/kjpd_kjpd800.m3u8
内江综合 (720p),http://njzb.scnj.tv:90/live/xwzh_xwzh800.m3u8
张家口一套 (720p),http://nlive.zjkgdcs.com:8091/live/xwzhpd.m3u8
蓬安新闻综合 (720p),http://palive.patv123.com:8091/live/xwpd_800K.m3u8
通州电视台 (720p),http://pull.dayuntongzhou.com/live/tztv.m3u8
CNC中文 (720p),http://source07.v.news.cn/live/CNC_CN/playlist.m3u8
CNC英语 (720p),http://source07.v.news.cn/live/CNC_EN/playlist.m3u8
徐州公共頻道 (720p),http://stream1.huaihai.tv/ggpd/playlist.m3u8
徐州影视 (720p),http://stream1.huaihai.tv/wyys/playlist.m3u8
武汉文体 (480p),http://stream.appwuhan.com/5tzb/sd/live.m3u8
三明新闻综合 (720p),http://stream.smntv.cn/smtv1/playlist.m3u8
三明公共 (720p),http://stream.smntv.cn/smtv2/playlist.m3u8
犍为新闻综合 (720p),http://tv.scwlqw.cn:3100/hls/kqcyufpi/index.m3u8
靖江新闻綜合 (720p),http://visit.jjbctv.com:1935/live/xwzhpc/playlist.m3u8
红牛REDBULL TV (720p),https://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_3360.m3u8
国外MTV (720p),https://vcndstv.teleosmedia.com/stream/dstv/sunburn/seglist_720p.m3u8
广东 Ⅰ 韶关公共台 (720p),https://www.sgmsw.cn/videos/tv/201805/1308/9P424TC5M000AFO13CXK6GN6BOA889D2/hls/live.m3u8
點掌財經 (712p),http://cclive2.aniu.tv/live/anzb.m3u8
点掌财经 (712p),http://cclive.aniu.tv/live/anzb.m3u8
云南卫视 (576p),http://39.134.115.163:8080/PLTV/88888910/224/3221225664/index.m3u8
内蒙古卫视 (576p),http://39.134.115.163:8080/PLTV/88888910/224/3221225667/index.m3u8
吉林卫视 (576p),http://39.134.115.163:8080/PLTV/88888910/224/3221225680/index.m3u8
海南卫视 (576p),http://39.134.115.163:8080/PLTV/88888910/224/3221225722/index.m3u8
西藏卫视 (576p),http://39.134.115.163:8080/PLTV/88888910/224/3221225723/index.m3u8
甘肃卫视 (576p),http://39.134.115.163:8080/PLTV/88888910/224/3221225724/index.m3u8
新疆卫视 (576p),http://39.134.115.163:8080/PLTV/88888910/224/3221225725/index.m3u8
宁夏卫视 (576p),http://39.134.115.163:8080/PLTV/88888910/224/3221225726/index.m3u8
青海卫视 (576p),http://39.134.115.163:8080/PLTV/88888910/224/3221225727/index.m3u8
陕西卫视 (576p),http://39.134.115.163:8080/PLTV/88888910/224/3221225729/index.m3u8
山西卫视 (576p),http://39.134.115.163:8080/PLTV/88888910/224/3221225730/index.m3u8
广西卫视 (576p),http://39.134.115.163:8080/PLTV/88888910/224/3221225731/index.m3u8
四川卫视 (576p),http://39.134.115.163:8080/PLTV/88888910/224/3221225733/index.m3u8
凤台文化生活 (576p),http://60.175.115.119:1935/live/wenhua/playlist.m3u8
凤台综合 (576p),http://60.175.115.119:1935/live/zonghe/playlist.m3u8
CCTV-4中文国际 (576p),http://111.63.117.13:6060/030000001000/CCTV-4/CCTV-4.m3u8
继续教育 (576p),http://111.63.117.13:6060/030000001000/G_CETV-2/G_CETV-2.m3u8
智慧教育 (576p),http://111.63.117.13:6060/030000001000/G_CETV-4/G_CETV-4.m3u8
甘肃卫视 (576p),http://117.169.120.140:8080/live/gansustv/.m3u8
吉林卫视 (576p),http://117.169.120.140:8080/live/jilinstv/.m3u8
内蒙古卫视 (576p),http://117.169.120.140:8080/live/neimenggustv/.m3u8
宁夏卫视 (576p),http://117.169.120.140:8080/live/ningxiastv/.m3u8
山西卫视 (576p),http://117.169.120.140:8080/live/shanxistv/.m3u8
西藏卫视 (576p),http://117.169.120.140:8080/live/xizangstv/.m3u8
万州综合 (576p),http://123.146.162.24:8013/tslslive/noEX9SG/hls/live_sd.m3u8
万州三峡移民 (576p),http://123.146.162.24:8013/tslslive/PU2vzMI/hls/live_sd.m3u8
万州科教 (576p),http://123.146.162.24:8013/tslslive/URetCnP/hls/live_sd.m3u8
万州影视 (576p),http://123.146.162.24:8013/tslslive/vWlnEzU/hls/live_sd.m3u8
萬州三峽移民 (576p),http://123.146.162.24:8017/c2F0hmi/1000/live.m3u8
萬州科教頻道 (576p),http://123.146.162.24:8017/Cz7WPb8/800/live.m3u8
萬州影視文藝 (576p),http://123.146.162.24:8017/d4ceB1a/1000/live.m3u8
萬州綜合頻道 (576p),http://123.146.162.24:8017/iTXwrGs/800/live.m3u8
海南卫视 (576p),http://183.207.248.11/PLTV/4/224/3221225810/index.m3u8
宁夏卫视 (576p),http://183.207.248.11/PLTV/4/224/3221225842/index.m3u8
安徽卫视 (576p),http://183.207.249.5/PLTV/4/224/3221225800/index.m3u8
重庆卫视 (576p),http://183.207.249.5/PLTV/4/224/3221225812/index.m3u8
吉林卫视 (576p),http://183.207.249.7/PLTV/4/224/3221225883/index.m3u8
辽宁卫视 (576p),http://183.207.249.12/PLTV/4/224/3221225802/index.m3u8
天津卫视 (576p),http://183.207.249.12/PLTV/4/224/3221225808/index.m3u8
江苏体育 (576p),http://183.207.249.12/PLTV/4/224/3221225935/index.m3u8
新疆卫视 (576p),http://183.207.249.15/PLTV/3/224/3221225523/index.m3u8
江西卫视 (576p),http://183.207.249.15/PLTV/4/224/3221225798/index.m3u8
东南卫视 (576p),http://183.207.249.15/PLTV/4/224/3221225816/index.m3u8
优漫卡通 (576p),http://183.207.249.15/PLTV/4/224/3221225933/index.m3u8
西藏卫视 (576p),http://183.207.249.16/PLTV/3/224/3221225523/index.m3u8
湖北卫视 (576p),http://183.207.249.16/PLTV/4/224/3221225877/index.m3u8
長豐新聞綜合 (576p),http://218.23.114.19:1935/live/xinwen/playlist.m3u8
星空衛視 (576p),http://218.202.220.2:5000/nn_live.ts?id=STARTV
仙桃新聞綜合 (576p),http://221.233.242.239:280/live/71/playlist.m3u8
北碚综合 (576p),http://222.178.181.121:12034/beibei01.m3u8
江津文化旅游 (576p),http://222.179.155.21:1935/ch2.m3u8
东至文化资讯 (576p),http://223.247.33.124:1935/live/wenhua/playlist.m3u8
东至影视 (576p),http://223.247.33.124:1935/live/yingshi/playlist.m3u8
电白综合 (576p),http://gddb.chinashadt.com:1935/live/video1.stream/playlist.m3u8
电白视窗 (576p),http://gddb.chinashadt.com:1935/live/video2.stream/playlist.m3u8
霸州公共頻道 (576p),http://hbbz.chinashadt.com:2036/live/stream:bzgg.stream/playlist.m3u8
霸州少兒頻道 (576p),http://hbbz.chinashadt.com:2036/live/stream:bzse.stream/playlist.m3u8
霸州文化頻道 (576p),http://hbbz.chinashadt.com:2036/live/stream:bzwh.stream/playlist.m3u8
霸州新聞頻道 (576p),http://hbbz.chinashadt.com:2036/live/stream:bzxw.stream/playlist.m3u8
東光一套 (576p),http://hbdg.chinashadt.com:1936/live/stream:dgtv1.stream/playlist.m3u8
東光二套 (576p),http://hbdg.chinashadt.com:1936/live/stream:dgtv2.stream/playlist.m3u8
東光綜藝 (576p),http://hbdg.chinashadt.com:1936/live/stream:dgzy.stream/playlist.m3u8
黄骅二套 (576p),http://hbhh.chinashadt.com:2111/live/hhtv2.stream/playlist.m3u8
黄骅一套 (576p),http://hbhh.chinashadt.com:2111/live/hhtv.stream/playlist.m3u8
黃驊影視 (576p),http://hbhh.chinashadt.com:2111/live/hhys.stream/playlist.m3u8
景县电视一套 (576p),http://hbjx.chinashadt.com:1935/live/jx1.stream/playlist.m3u8
隆化综合 (576p),http://hblh.chinashadt.com:2036/live/stream:lh1.stream/playlist.m3u8
隆化影视 (576p),http://hblh.chinashadt.com:2036/live/stream:lh2.stream/playlist.m3u8
滦县综合 (576p),http://hblxx.chinashadt.com:2036/live/stream:lx1.stream/playlist.m3u8
滦县综艺 (576p),http://hblxx.chinashadt.com:2036/live/stream:lx2.stream/playlist.m3u8
平乡电视台 (576p),http://hbpx.chinashadt.com:2036/live/px1.stream/playlist.m3u8
河北卫视 (576p),http://hbpx.chinashadt.com:2036/live/px4.stream/playlist.m3u8
湖南卫视 (576p),http://hbpx.chinashadt.com:2036/live/px5.stream/playlist.m3u8
河北农民 (576p),http://hbzx.chinashadt.com:2036/zhibo/stream:hbnm.stream/playlist.m3u8
赵县电视一套 (576p),http://hbzx.chinashadt.com:2036/zhibo/stream:zx1.stream/playlist.m3u8
赵县电视二套 (576p),http://hbzx.chinashadt.com:2036/zhibo/stream:zx2.stream/playlist.m3u8
沧县电视综合 (576p),http://hebcx.chinashadt.com:2036/live/10001.stream/playlist.m3u8
沧县电视二套 (576p),http://hebcx.chinashadt.com:2036/live/10002.stream/playlist.m3u8
宜章新闻综合 (576p),http://hnyz.chinashadt.com:2036/live/stream:tv1.stream/playlist.m3u8
滨海新闻综合 (576p),http://jsbh.chinashadt.com:2036/live/bh11.stream/playlist.m3u8
永新电视一套 (576p),http://jxyx.chinashadt.com:2036/live/1002.stream/playlist.m3u8
永新电视二套 (576p),http://jxyx.chinashadt.com:2036/live/1003.stream/playlist.m3u8
永新电视三套 (576p),http://jxyx.chinashadt.com:2036/live/1004.stream/playlist.m3u8
余姚新闻综合 (576p),http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8
餘姚姚江文化 (576p),http://l.cztvcloud.com/channels/lantian/SXyuyao2/720p.m3u8
芜湖新闻综合 (576p),http://live1.wuhubtv.com/channel1/sd/live.m3u8
芜湖生活 (576p),http://live1.wuhubtv.com/channel2/sd/live.m3u8
芜湖公共 (576p),http://live1.wuhubtv.com/channel3/sd/live.m3u8
蕪湖教育頻道 (576p),http://live1.wuhubtv.com/channel4/sd/live.m3u8
湘潭公共 (576p),http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8
岳阳公共 (576p),http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8?BVUUID=C236454D-5355-2F5F-FA96-1887C72E55CE&auth=654837809071524@615@2E9A5FD0B225B012E3178551CF3754A8
武进新闻 (576p),http://live.wjyanghu.com/live/CH1.m3u8
武进生活 (576p),http://live.wjyanghu.com/live/CH2.m3u8
济宁图文 (576p),http://lives.jnnews.tv/video/s10001-JTV4/index.m3u8
西藏藏語 (576p),http://media.vtibet.com/masvod/HLSLive/7/zangyuTV_q1.m3u8
青州综合 (576p),http://sdqz.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8
青州生活 (576p),http://sdqz.chinashadt.com:2036/live/stream:2.stream/playlist.m3u8
青州文化旅游 (576p),http://sdqz.chinashadt.com:2036/live/stream:3.stream/playlist.m3u8
迪庆藏语 (576p),http://stream01.dqtv123.com:1935/live/diqingzangyu.stream/playlist.m3u8
武汉外语 (576p),http://stream.appwuhan.com/6tzb/sd/live.m3u8
滨州公共电视剧 (576p),http://stream.bzcm.net/1/sd/live.m3u8
滨州新闻综合 (576p),http://stream.bzcm.net/2/sd/live.m3u8
滨州测试 (576p),http://stream.bzcm.net/4/sd/live.m3u8
海西州综合 (576p),http://stream.haixitv.cn/1/sd/live.m3u8
交城電視台 (576p),http://sxjc.chinashadt.com:2036/live/stream:jctv.stream/playlist.m3u8
CGTN Español (576p),https://livees.cgtn.com/1000e/prog_index.m3u8
CGTN Français (576p),https://news.cgtn.com/resource/live/french/cgtn-f.m3u8
炫动卡通 (540p),http://183.207.255.188/live/program/live/xdkt/1300000/mnf.m3u8
江门综合 (540p),http://dslive.grtn.cn/jmzh/playlist.m3u8
揭阳综合 (540p),http://dslive.grtn.cn/jyzh/playlist.m3u8
汕头综合 (540p),http://dslive.grtn.cn/stzh/playlist.m3u8
汕尾综合 (540p),http://dslive.grtn.cn/swzh/playlist.m3u8
汕尾公共 (540p),http://dslive.grtn.cn/swzh/sd/live.m3u8
江西 Ⅰ 上饶综合台 (540p),http://live.0793.tv/srtv1/sd/live.m3u8
龙岩综合 (540p),http://stream.lytv.net.cn/2/sd/live.m3u8
